location,county,species,weekStart,weekEnd,lat,lng
North Battle Creek Reservoir,Shasta,Trout,2025/06/08,2025/06/14,40.602841,-121.651406
Sacramento River,Shasta,Trout,2025/06/08,2025/06/14,41.1420097351074,-122.31331635
Bearskin Creek,Fresno,Trout,2025/06/08,2025/06/14,36.7598419189453,-118.90292358
Tinnemaha Creek,Inyo,Trout,2025/06/08,2025/06/14,37.0497207641602,-118.27203369
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/06/08,2025/06/14,38.0534973144531,-120.24224091
Taboose Creek,Inyo,Trout,2025/06/08,2025/06/14,36.9984283447266,-118.25787354
Big Bear Lake,San Bernardino,Trout,2025/06/08,2025/06/14,34.253115,-116.92764
"Big Creek, Madera",Mariposa,Trout,2025/06/08,2025/06/14,37.4802551269531,-119.63737488
Nora Lake,Shasta,Trout,2025/06/08,2025/06/14,40.477657,-121.862333
Fish Creek,Madera,Trout,2025/06/08,2025/06/14,37.260383605957,-119.35482025
Bear River Reservoir Lower,Amador,Trout,2025/06/08,2025/06/14,38.542059,-120.237197
"San Joaquin River, Middle Fork",Madera,Trout,2025/06/08,2025/06/14,37.6495170593262,-119.07543945
Iron Canyon Reservoir,Shasta,Trout,2025/06/08,2025/06/14,41.050043,-121.983054
Dinkey Creek,Fresno,Trout,2025/06/08,2025/06/14,37.0633697509766,-119.15642548
Independence Creek,Inyo,Trout,2025/06/08,2025/06/14,36.8096580505371,-118.19972992
Chiquito Creek West Fork,Madera,Trout,2025/06/08,2025/06/14,37.3799743652344,-119.39300537
Ward Lake,Fresno,Trout,2025/06/08,2025/06/14,37.300829,-118.987896
Santa Ana River South Fork,San Bernardino,Trout,2025/06/08,2025/06/14,34.1685600280762,-116.83167267
"Tenmile Creek, Upper",Fresno,Trout,2025/06/08,2025/06/14,36.783073425293,-118.90053558
"Peppermint Creek, Lower",Tulare,Trout,2025/06/08,2025/06/14,36.0528411865234,-118.47916412
White Pines Lake,Calaveras,Trout,2025/06/08,2025/06/14,38.268658,-120.341612
"Mosquito Lake, Upper",Alpine,Trout,2025/06/08,2025/06/14,38.515577,-119.913212
"Tule River South Fork, Middle Fork #3",Tulare,Trout,2025/06/08,2025/06/14,36.137378692627,-118.57524872
Spanish Creek,Plumas,Trout,2025/06/08,2025/06/14,39.9946753505837,-120.94371394
Lake Almanor,Plumas,Trout,2025/06/08,2025/06/14,40.228988,-121.154457
Shaver Lake,Fresno,Trout,2025/06/08,2025/06/14,37.125692,-119.290435
"Tule River South Fork, Middle Fork #2",Tulare,Trout,2025/06/08,2025/06/14,36.137393951416,-118.60695648
"Chiquito Creek, Lower",Madera,Trout,2025/06/08,2025/06/14,37.3531684875488,-119.34129333
Hat Creek Upper,Shasta,Trout,2025/06/08,2025/06/14,40.762264251709,-121.4983139
Fish Lake,Humboldt,Trout,2025/06/08,2025/06/14,41.263625,-123.683208
Cherry Valley Reservoir,Tuolumne,Trout,2025/06/08,2025/06/14,38.000736,-119.906933
Trinity Lake (Clair Engle Lake),Trinity,Trout,2025/06/08,2025/06/14,40.838626,-122.781822
"San Joaquin River, South Fork",Fresno,Trout,2025/06/08,2025/06/14,37.3258628845215,-119.01917267
Green Valley Lake,San Bernardino,Trout,2025/06/08,2025/06/14,34.238207,-117.0808
Clear Creek,Lassen,Trout,2025/06/15,2025/06/21,40.2985649108887,-121.04993439
Chiquito Creek West Fork,Madera,Trout,2025/06/15,2025/06/21,37.3799743652344,-119.39300537
Stanislaus River South Fork,Tuolumne,Trout,2025/06/15,2025/06/21,38.1700973510742,-120.06674957
"Tenmile Creek, Upper",Fresno,Trout,2025/06/15,2025/06/21,36.783073425293,-118.90053558
Hat Creek Middle,Shasta,Trout,2025/06/15,2025/06/21,40.9227409362793,-121.54640198
Hatchet Creek,Shasta,Trout,2025/06/15,2025/06/21,40.8606224060059,-121.84895325
Hat Creek Upper,Shasta,Trout,2025/06/15,2025/06/21,40.762264251709,-121.4983139
Angels Creek,Calaveras,Trout,2025/06/15,2025/06/21,38.0784759521484,-120.53005981
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/06/15,2025/06/21,38.0534973144531,-120.24224091
Rock Creek,Madera,Trout,2025/06/15,2025/06/21,37.2913208007812,-119.36153412
Stanislaus River Middle Fork,Tuolumne,Trout,2025/06/15,2025/06/21,38.3434562683105,-119.83426666
Nelder Creek,Madera,Trout,2025/06/15,2025/06/21,37.3737373352051,-119.60574341
White Pines Lake,Calaveras,Trout,2025/06/15,2025/06/21,38.268658,-120.341612
Susan River Upper,Lassen,Trout,2025/06/15,2025/06/21,40.4127731323242,-120.8620224
"San Joaquin River, South Fork",Fresno,Trout,2025/06/15,2025/06/21,37.3258628845215,-119.01917267
Tuolumne River Middle Fork,Tuolumne,Trout,2025/06/15,2025/06/21,37.8286743164062,-120.00343323
"Owens River, Section 2",Inyo,Trout,2025/06/15,2025/06/21,37.1855621337891,-118.26623535
Donner Lake,Nevada,Trout,2025/06/15,2025/06/21,39.322741,-120.265141
Kangaroo Lake,Siskiyou,Trout,2025/06/15,2025/06/21,41.334144,-122.634875
Burney Creek Upper,Shasta,Trout,2025/06/15,2025/06/21,40.8222122192383,-121.71613312
Tamarack Creek,Fresno,Trout,2025/06/15,2025/06/21,37.194263458252,-119.19861603
Burney Creek Middle,Shasta,Trout,2025/06/15,2025/06/21,40.8777160644531,-121.67034912
Dinkey Creek,Fresno,Trout,2025/06/15,2025/06/21,37.0633697509766,-119.15642548
Susan River Lower,Lassen,Trout,2025/06/15,2025/06/21,40.4125137329102,-120.64638519
Tuolumne River South Fork,Tuolumne,Trout,2025/06/15,2025/06/21,37.8115272521973,-119.9440918
June Lake,Mono,Trout,2025/06/15,2025/06/21,37.78864,-119.07362
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/06/15,2025/06/21,38.3841552734375,-119.8204422
"American River, South Fork, Camp Sacramento",El Dorado,Trout,2025/06/15,2025/06/21,38.8039283752441,-120.11026764
Deer Creek,Tehama,Trout,2025/06/15,2025/06/21,40.234245300293,-121.45935059
Battle Creek South Fork,Tehama,Trout,2025/06/15,2025/06/21,40.3511352539062,-121.66055298
"Tule River South Fork, Middle Fork #2",Tulare,Trout,2025/06/15,2025/06/21,36.137393951416,-118.60695648
Lake Almanor,Plumas,Trout,2025/06/15,2025/06/21,40.228988,-121.154457
Beaver Creek,Tuolumne,Trout,2025/06/15,2025/06/21,38.2536468505859,-120.25720978
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2025/06/15,2025/06/21,38.2758712768555,-120.26264954
Goodrich Creek Lower,Lassen,Trout,2025/06/15,2025/06/21,40.3296165466309,-120.9311676
Caples Lake,Alpine,Trout,2025/06/15,2025/06/21,38.698707,-120.045397
Burney Creek Lower,Shasta,Trout,2025/06/15,2025/06/21,41.0080795288086,-121.64898682
Huntington Lake,Fresno,Trout,2025/06/15,2025/06/21,37.239914,-119.196159
"Tule River North Fork, Middle Fork #1",Tulare,Trout,2025/06/15,2025/06/21,36.189037322998,-118.66636658
Balch Park Lake Lower,Tulare,Trout,2025/06/15,2025/06/21,36.219573,-118.680518
Hume Lake,Fresno,Trout,2025/06/15,2025/06/21,36.790764,-118.905468
Stony Creek,Tulare,Trout,2025/06/15,2025/06/21,36.6661224365234,-118.83391571
Mono Creek,Fresno,Trout,2025/06/15,2025/06/21,37.3606567382812,-118.99082184
Lone Pine Creek,Inyo,Trout,2025/06/15,2025/06/21,36.5959739685059,-118.0977478
Eureka Lake,Plumas,Trout,2025/06/15,2025/06/21,39.760982,-120.712678
Courtright Reservoir,Fresno,Trout,2025/06/15,2025/06/21,37.102917,-118.975406
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/06/15,2025/06/21,41.243953704834,-122.02196503
Ward Lake,Fresno,Trout,2025/06/15,2025/06/21,37.300829,-118.987896
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/06/15,2025/06/21,36.229834,-118.679781
Portal Forebay,Fresno,Trout,2025/06/15,2025/06/21,37.318818,-119.069351
Fish Creek,Madera,Trout,2025/06/15,2025/06/21,37.260383605957,-119.35482025
Jackson Lake,Los Angeles,Trout,2025/06/15,2025/06/21,34.391877,-117.726094
"Coldstream Pond, Donner Lake Park",Nevada,Trout,2025/06/15,2025/06/21,39.3181,-120.233169
Big Meadows Creek,Tulare,Trout,2025/06/15,2025/06/21,36.7204513549805,-118.82219696
"Owens River, below Tinnemaha",Inyo,Trout,2025/06/15,2025/06/21,37.0494766235352,-118.22177887
"Kern River, Section 5","Kern, Tulare",Trout,2025/06/15,2025/06/21,35.7961883544922,-118.45127869
Silver Lake,Mono,Trout,2025/06/15,2025/06/21,37.77757,-119.125085
"Chiquito Creek, Lower",Madera,Trout,2025/06/15,2025/06/21,37.3531684875488,-119.34129333
Susan River Middle,Lassen,Trout,2025/06/15,2025/06/21,40.3956298828125,-120.772995
"Tule River South Fork, Middle Fork #3",Tulare,Trout,2025/06/15,2025/06/21,36.137378692627,-118.57524872
Clark Creek Lower,Shasta,Trout,2025/06/15,2025/06/21,41.0437316894531,-121.67429352
Stumpy Meadows Reservoir,El Dorado,Trout,2025/06/15,2025/06/21,38.899336,-120.59211
Bearskin Creek,Fresno,Trout,2025/06/15,2025/06/21,36.7598419189453,-118.90292358
"Owens River, Section 3",Mono,Trout,2025/06/15,2025/06/21,37.6800498962402,-118.75685883
Convict Lake,Mono,Trout,2025/06/15,2025/06/21,37.589305,-118.858276
Pit River South Fork,Modoc,Trout,2025/06/15,2025/06/21,41.2307662963867,-120.41928101
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/06/15,2025/06/21,36.7976875305176,-119.39915466
Shotoverin Lake,Lassen,Trout,2025/06/15,2025/06/21,40.481347,-121.145012
"Merced River, Section ll",Mariposa,Trout,2025/06/15,2025/06/21,37.6609535217285,-119.85366821
Doane Pond,San Diego,Trout,2025/06/15,2025/06/21,33.340149,-116.901329
Balch Park Lake Upper,Tulare,Trout,2025/06/15,2025/06/21,36.221075,-118.676555
Iron Canyon Reservoir,Shasta,Trout,2025/06/15,2025/06/21,41.050043,-121.983054
Willow Creek North Fork,Madera,Trout,2025/06/15,2025/06/21,37.3420295715332,-119.57194519
Lyons Reservoir,Tuolumne,Trout,2025/06/22,2025/06/28,38.101545,-120.161056
Hat Creek Middle,Shasta,Trout,2025/06/22,2025/06/28,40.9227409362793,-121.54640198
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/06/22,2025/06/28,36.7976875305176,-119.39915466
Lewis Creek,Madera,Trout,2025/06/22,2025/06/28,37.3835258483887,-119.61917114
Coffee Creek,Trinity,Trout,2025/06/22,2025/06/28,41.0841445922852,-122.71015167
Chiquito Creek West Fork,Madera,Trout,2025/06/22,2025/06/28,37.3799743652344,-119.39300537
Blue Lake Lower,Alpine,Trout,2025/06/22,2025/06/28,38.614194,-119.931121
Stanislaus River South Fork,Tuolumne,Trout,2025/06/22,2025/06/28,38.1700973510742,-120.06674957
Whiskeytown Lake,Shasta,Trout,2025/06/22,2025/06/28,40.625588,-122.559025
Balch Park Lake Lower,Tulare,Trout,2025/06/22,2025/06/28,36.219573,-118.680518
"Bishop Creek, Intake II",Inyo,Trout,2025/06/22,2025/06/28,37.247495,-118.584349
Yuba-Sutter Fairground temporary pond,Sutter,Trout,2025/06/22,2025/06/28,39.130503,-121.610556
Mono Creek,Fresno,Trout,2025/06/22,2025/06/28,37.3606567382812,-118.99082184
Lone Pine Creek,Inyo,Trout,2025/06/22,2025/06/28,36.5959739685059,-118.0977478
Wishon Reservoir,Fresno,Trout,2025/06/22,2025/06/28,37.017782,-118.962954
South Lake,Inyo,Trout,2025/06/22,2025/06/28,37.165414,-118.570347
Clark Creek Lower,Shasta,Trout,2025/06/22,2025/06/28,41.0437316894531,-121.67429352
Fish Creek,Madera,Trout,2025/06/22,2025/06/28,37.260383605957,-119.35482025
Fuller Lake,Nevada,Trout,2025/06/22,2025/06/28,39.348353,-120.651715
Trinity River East Fork,Trinity,Trout,2025/06/22,2025/06/28,41.019962310791,-122.6096344
Rock Creek,Madera,Trout,2025/06/22,2025/06/28,37.2913208007812,-119.36153412
Lake Sabrina,Inyo,Trout,2025/06/22,2025/06/28,37.205905,-118.618998
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/06/22,2025/06/28,38.3841552734375,-119.8204422
Ward Lake,Fresno,Trout,2025/06/22,2025/06/28,37.300829,-118.987896
"Chiquito Creek, Lower",Madera,Trout,2025/06/22,2025/06/28,37.3531684875488,-119.34129333
Shaver Lake,Fresno,Trout,2025/06/22,2025/06/28,37.125692,-119.290435
"Big Creek, Madera",Mariposa,Trout,2025/06/22,2025/06/28,37.4802551269531,-119.63737488
Jenks Lake,San Bernardino,Trout,2025/06/22,2025/06/28,34.164292,-116.881948
Mamie Lake,Mono,Trout,2025/06/22,2025/06/28,37.608331,-119.010467
Hat Creek Upper,Shasta,Trout,2025/06/22,2025/06/28,40.762264251709,-121.4983139
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/06/22,2025/06/28,38.0534973144531,-120.24224091
Silver Lake,Amador,Trout,2025/06/22,2025/06/28,38.658382,-120.118749
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/06/22,2025/06/28,41.1257400512695,-122.69898987
Willow Creek North Fork,Madera,Trout,2025/06/22,2025/06/28,37.3420295715332,-119.57194519
Burney Creek Upper,Shasta,Trout,2025/06/22,2025/06/28,40.8222122192383,-121.71613312
Trinity River Stuart Fork,Trinity,Trout,2025/06/22,2025/06/28,40.8588600158691,-122.89318848
Lake Fulmor,Riverside,Trout,2025/06/22,2025/06/28,33.805213199823,-116.7795083
Carrville Pond,Trinity,Trout,2025/06/22,2025/06/28,41.05302,-122.701172
"San Joaquin River, South Fork",Fresno,Trout,2025/06/22,2025/06/28,37.3258628845215,-119.01917267
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/06/22,2025/06/28,41.243953704834,-122.02196503
Santa Ana River,San Bernardino,Trout,2025/06/22,2025/06/28,34.1761589050293,-116.94329834
Burney Creek Middle,Shasta,Trout,2025/06/22,2025/06/28,40.8777160644531,-121.67034912
Dinkey Creek,Fresno,Trout,2025/06/22,2025/06/28,37.0633697509766,-119.15642548
Prosser Reservoir,Nevada,Trout,2025/06/22,2025/06/28,39.380375,-120.156745
Big Meadows Creek,Tulare,Trout,2025/06/22,2025/06/28,36.7204513549805,-118.82219696
"Tenmile Creek, Upper",Fresno,Trout,2025/06/22,2025/06/28,36.783073425293,-118.90053558
Iron Canyon Reservoir,Shasta,Trout,2025/06/22,2025/06/28,41.050043,-121.983054
Pleasant Valley Reservoir,Inyo,Trout,2025/06/22,2025/06/28,37.42236,-118.536025
Battle Creek South Fork,Tehama,Trout,2025/06/22,2025/06/28,40.3511352539062,-121.66055298
Powerhouse Stream,Tuolumne,Trout,2025/06/22,2025/06/28,38.0311470031738,-120.32733154
Union Reservoir,Alpine,Trout,2025/06/22,2025/06/28,38.433424,-119.990426
Gull Lake,Mono,Trout,2025/06/22,2025/06/28,37.775614,-119.083277
Baker Creek,Inyo,Trout,2025/06/22,2025/06/28,37.169620513916,-118.30949402
"Clear Creek, above Whiskeytown Lake",Shasta,Trout,2025/06/22,2025/06/28,40.6681175231934,-122.6341095
"Peppermint Creek, Lower",Tulare,Trout,2025/06/22,2025/06/28,36.0528411865234,-118.47916412
Big Bear Lake,San Bernardino,Trout,2025/06/22,2025/06/28,34.253115,-116.92764
Grant Lake,Mono,Trout,2025/06/22,2025/06/28,37.839939,-119.111529
Weaver Lake,Nevada,Trout,2025/06/22,2025/06/28,39.465278,-120.657425
Granite Creek (West Fork),Madera,Trout,2025/06/22,2025/06/28,37.5379905700684,-119.26272583
Courtright Reservoir,Fresno,Trout,2025/06/22,2025/06/28,37.102917,-118.975406
"Tule River South Fork, Middle Fork #2",Tulare,Trout,2025/06/22,2025/06/28,36.137393951416,-118.60695648
Mary Lake,Mono,Trout,2025/06/22,2025/06/28,37.602899,-119.002813
Sardine Lake Lower,Sierra,Trout,2025/06/22,2025/06/28,39.614697,-120.626378
Silver Lake,Lassen,Trout,2025/06/22,2025/06/28,40.494216,-121.163157
Kangaroo Lake,Siskiyou,Trout,2025/06/22,2025/06/28,41.334144,-122.634875
Pinecrest Lake,Tuolumne,Trout,2025/06/22,2025/06/28,38.196056,-119.982335
Stanislaus River Middle Fork,Tuolumne,Trout,2025/06/22,2025/06/28,38.3434562683105,-119.83426666
"Tule River North Fork, Middle Fork #1",Tulare,Trout,2025/06/22,2025/06/28,36.189037322998,-118.66636658
Deer Creek,Tehama,Trout,2025/06/22,2025/06/28,40.234245300293,-121.45935059
"Peppermint Creek, Upper",Tulare,Trout,2025/06/22,2025/06/28,36.0826759338379,-118.5366745
Balch Park Lake Upper,Tulare,Trout,2025/06/22,2025/06/28,36.221075,-118.676555
"Owens River, Section 3",Mono,Trout,2025/06/22,2025/06/28,37.6800498962402,-118.75685883
Big Pine Creek,Inyo,Trout,2025/06/22,2025/06/28,37.1307411193848,-118.3370285
"Twin Lakes, Mammoth",Mono,Trout,2025/06/22,2025/06/28,37.6181197170434,-119.00786488
Reyes Creek,Ventura,Trout,2025/06/22,2025/06/28,34.6810531616211,-119.30931854
Hatchet Creek,Shasta,Trout,2025/06/22,2025/06/28,40.8606224060059,-121.84895325
Stumpy Meadows Reservoir,El Dorado,Trout,2025/06/22,2025/06/28,38.899336,-120.59211
Stony Creek,Tulare,Trout,2025/06/22,2025/06/28,36.6661224365234,-118.83391571
Wrights Lake,El Dorado,Trout,2025/06/22,2025/06/28,38.849101,-120.232819
Santa Ana River South Fork,San Bernardino,Trout,2025/06/22,2025/06/28,34.1685600280762,-116.83167267
Herring Creek,Tuolumne,Trout,2025/06/22,2025/06/28,38.2234497070312,-119.95430756
Portal Forebay,Fresno,Trout,2025/06/22,2025/06/28,37.318818,-119.069351
Hedrick Pond (Redwood Lake),Tulare,Trout,2025/06/22,2025/06/28,36.229834,-118.679781
Burney Creek Lower,Shasta,Trout,2025/06/22,2025/06/28,41.0080795288086,-121.64898682
Mono Creek,Fresno,Trout,2025/06/29,2025/07/05,37.3606567382812,-118.99082184
Susan River Lower,Lassen,Trout,2025/06/29,2025/07/05,40.4125137329102,-120.64638519
Lyons Canal (Columbia Ditch),Tuolumne,Trout,2025/06/29,2025/07/05,38.0534973144531,-120.24224091
Beaver Creek,Tuolumne,Trout,2025/06/29,2025/07/05,38.2536468505859,-120.25720978
Dinkey Creek,Fresno,Trout,2025/06/29,2025/07/05,37.0633697509766,-119.15642548
Sacramento River,Siskiyou,Trout,2025/06/29,2025/07/05,41.1879806518555,-122.28471375
McCloud Reservoir,Shasta,Trout,2025/06/29,2025/07/05,41.1541548029759,-122.07967978
Stanislaus River Middle Fork,Tuolumne,Trout,2025/06/29,2025/07/05,38.3434562683105,-119.83426666
Coffee Creek,Trinity,Trout,2025/06/29,2025/07/05,41.0841445922852,-122.71015167
Clear Creek,Lassen,Trout,2025/06/29,2025/07/05,40.2985649108887,-121.04993439
Trinity River East Fork,Trinity,Trout,2025/06/29,2025/07/05,41.019962310791,-122.6096344
Stanislaus River Clarks Fork,"Alpine, Tuolumne",Trout,2025/06/29,2025/07/05,38.3841552734375,-119.8204422
Baum Lake,Shasta,Trout,2025/06/29,2025/07/05,40.938845,-121.544996
"American River, South Fork, Camp Sacramento",El Dorado,Trout,2025/06/29,2025/07/05,38.8039283752441,-120.11026764
Susan River Middle,Lassen,Trout,2025/06/29,2025/07/05,40.3956298828125,-120.772995
Carrville Pond,Trinity,Trout,2025/06/29,2025/07/05,41.05302,-122.701172
Tamarack Creek,Fresno,Trout,2025/06/29,2025/07/05,37.194263458252,-119.19861603
"San Joaquin River, South Fork",Fresno,Trout,2025/06/29,2025/07/05,37.3258628845215,-119.01917267
Kangaroo Lake,Siskiyou,Trout,2025/06/29,2025/07/05,41.334144,-122.634875
Portal Forebay,Fresno,Trout,2025/06/29,2025/07/05,37.318818,-119.069351
Tuolumne River South Fork,Tuolumne,Trout,2025/06/29,2025/07/05,37.8115272521973,-119.9440918
Echo Lake,Plumas,Trout,2025/06/29,2025/07/05,40.432406,-121.161643
Jackson Lake,Los Angeles,Trout,2025/06/29,2025/07/05,34.391877,-117.726094
"Feather River North Fork, Almanor",Plumas,Trout,2025/06/29,2025/07/05,40.3119354248047,-121.2390976
Shaver Lake,Fresno,Trout,2025/06/29,2025/07/05,37.125692,-119.290435
Stanislaus River South Fork,Tuolumne,Trout,2025/06/29,2025/07/05,38.1700973510742,-120.06674957
Battle Creek South Fork,Tehama,Trout,2025/06/29,2025/07/05,40.3511352539062,-121.66055298
Ward Lake,Fresno,Trout,2025/06/29,2025/07/05,37.300829,-118.987896
Granite Creek (West Fork),Madera,Trout,2025/06/29,2025/07/05,37.5379905700684,-119.26272583
Sacramento River,Shasta,Trout,2025/06/29,2025/07/05,41.1420097351074,-122.31331635
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/06/29,2025/07/05,36.7976875305176,-119.39915466
Hat Creek Middle,Shasta,Trout,2025/06/29,2025/07/05,40.9227409362793,-121.54640198
"McCloud River, Fowlers, Lower Falls",Siskiyou,Trout,2025/06/29,2025/07/05,41.243953704834,-122.02196503
Burney Creek Lower,Shasta,Trout,2025/06/29,2025/07/05,41.0080795288086,-121.64898682
Ash Creek Lower,Modoc,Trout,2025/06/29,2025/07/05,41.1952209472656,-120.94862366
Mammoth Pool Lake,"Fresno, Madera",Trout,2025/06/29,2025/07/05,37.353786,-119.306188
"Trinity River, above Clair Engle Lake",Trinity,Trout,2025/06/29,2025/07/05,41.1257400512695,-122.69898987
Powerhouse Stream,Tuolumne,Trout,2025/06/29,2025/07/05,38.0311470031738,-120.32733154
Susan River Upper,Lassen,Trout,2025/06/29,2025/07/05,40.4127731323242,-120.8620224
Hatchet Creek,Shasta,Trout,2025/06/29,2025/07/05,40.8606224060059,-121.84895325
Wagon Creek,Siskiyou,Trout,2025/06/29,2025/07/05,41.2926940917969,-122.32595825
White Pines Lake,Calaveras,Trout,2025/06/29,2025/07/05,38.268658,-120.341612
Clark Creek Lower,Shasta,Trout,2025/06/29,2025/07/05,41.0437316894531,-121.67429352
Whiskeytown Lake,Shasta,Trout,2025/06/29,2025/07/05,40.625588,-122.559025
Angels Creek,Calaveras,Trout,2025/06/29,2025/07/05,38.0784759521484,-120.53005981
Deer Creek,Tehama,Trout,2025/06/29,2025/07/05,40.234245300293,-121.45935059
Stanislaus River North Fork,"Calaveras, Tuolumne",Trout,2025/06/29,2025/07/05,38.2758712768555,-120.26264954
Burney Creek Upper,Shasta,Trout,2025/06/29,2025/07/05,40.8222122192383,-121.71613312
Burney Creek Middle,Shasta,Trout,2025/06/29,2025/07/05,40.8777160644531,-121.67034912
Goodrich Creek Lower,Lassen,Trout,2025/06/29,2025/07/05,40.3296165466309,-120.9311676
Shotoverin Lake,Lassen,Trout,2025/06/29,2025/07/05,40.481347,-121.145012
Pinecrest Lake,Tuolumne,Trout,2025/06/29,2025/07/05,38.196056,-119.982335
Blue Lake,Lassen,Trout,2025/06/29,2025/07/05,41.144994,-120.286644
Plaskett Meadows Pond,Glenn,Trout,2025/06/29,2025/07/05,39.726584,-122.844021
Trinity River Stuart Fork,Trinity,Trout,2025/06/29,2025/07/05,40.8588600158691,-122.89318848
"Kern River, Section 3",Kern,Trout,2025/06/29,2025/07/05,35.600154876709,-118.49690247
Tuolumne River Middle Fork,Tuolumne,Trout,2025/06/29,2025/07/05,37.8286743164062,-120.00343323
Siskiyou Lake,Siskiyou,Trout,2025/06/29,2025/07/05,41.282998,-122.340186
